scenario,time,on_demand,spot,batch_total_work,batch_average_per_slot,equivalent_total_demand
scen_03,5,30.464452194435243,0.0,0.0,0.0,30.464452194435243
scen_03,6,33.873365711292,0.0,0.0,0.0,33.873365711292
scen_03,7,30.802622386902605,0.0,0.0,0.0,30.802622386902605
scen_03,8,30.001916939526367,0.0,0.0,0.0,30.001916939526367
scen_03,9,31.957889001761302,0.0,0.0,0.0,31.957889001761302
scen_03,10,29.46968724141533,0.0,0.0,0.0,29.46968724141533
scen_03,11,35.16782222920781,0.0,0.0,0.0,35.16782222920781
scen_03,12,36.61753375359515,0.0,0.0,0.0,36.61753375359515
scen_03,13,39.101851758723825,0.0,0.0,0.0,39.101851758723825
scen_03,14,32.51427501882352,0.0,0.0,0.0,32.51427501882352
scen_03,15,30.091249760868862,0.0,0.0,0.0,30.091249760868862
scen_03,16,31.410661626884192,0.0,0.0,0.0,31.410661626884192
scen_03,17,29.41041726724592,0.0,0.0,0.0,29.41041726724592
scen_03,18,30.04739586080739,0.0,0.0,0.0,30.04739586080739
scen_03,19,31.695240800146163,0.0,0.0,0.0,31.695240800146163
scen_03,20,27.723895885327316,0.0,0.0,0.0,27.723895885327316
scen_03,21,31.17646860239425,0.0,0.0,0.0,31.17646860239425
scen_03,22,27.94766381267882,0.0,0.0,0.0,27.94766381267882
scen_03,23,28.23133573459251,0.0,0.0,0.0,28.23133573459251
scen_04,0,27.780289259960703,0.0,0.0,0.0,27.780289259960703
scen_04,1,26.342953161728914,0.0,0.0,0.0,26.342953161728914
scen_04,2,27.87471550708964,0.0,0.0,0.0,27.87471550708964
scen_04,3,27.253227443607116,0.0,0.0,0.0,27.253227443607116
scen_04,4,27.249689396850755,0.0,0.0,0.0,27.249689396850755
scen_04,5,27.174626699863982,0.0,0.0,0.0,27.174626699863982
scen_04,6,26.34829434837599,0.0,0.0,0.0,26.34829434837599
scen_04,7,30.36916745973903,0.0,0.0,0.0,30.36916745973903
scen_04,8,28.64629020302475,0.0,0.0,0.0,28.64629020302475
scen_04,9,29.217178743032715,0.0,0.0,0.0,29.217178743032715
scen_04,10,35.720022771209514,0.0,0.0,0.0,35.720022771209514
scen_04,11,36.21519489327767,0.0,0.0,0.0,36.21519489327767
scen_04,12,38.95488268388363,0.0,0.0,0.0,38.95488268388363
scen_04,13,35.93513154174084,0.0,0.0,0.0,35.93513154174084
scen_04,14,34.856650546123426,0.0,0.0,0.0,34.856650546123426
scen_04,15,31.178159371249766,0.0,0.0,0.0,31.178159371249766
scen_04,16,34.268345856252004,0.0,0.0,0.0,34.268345856252004
scen_04,17,34.259209854023986,0.0,0.0,0.0,34.259209854023986
scen_04,18,30.1721497630376,0.0,0.0,0.0,30.1721497630376
scen_04,19,31.502079168242165,0.0,0.0,0.0,31.502079168242165
scen_04,20,28.413244815036688,0.0,0.0,0.0,28.413244815036688
scen_04,21,29.828346909770012,0.0,0.0,0.0,29.828346909770012
scen_04,22,27.135214908440915,0.0,0.0,0.0,27.135214908440915
scen_04,23,25.339494943041295,0.0,0.0,0.0,25.339494943041295
scen_05,0,30.104749629018343,0.0,0.0,0.0,30.104749629018343
scen_05,1,24.89562251296381,0.0,0.0,0.0,24.89562251296381
scen_05,2,25.964541906521056,0.0,0.0,0.0,25.964541906521056
scen_05,3,27.064451497719254,0.0,0.0,0.0,27.064451497719254
scen_05,4,30.946321203974456,0.0,0.0,0.0,30.946321203974456
scen_05,5,31.115691666242494,0.0,0.0,0.0,31.115691666242494
scen_05,6,28.986725328453144,0.0,0.0,0.0,28.986725328453144
scen_05,7,29.52913931627549,0.0,0.0,0.0,29.52913931627549
scen_05,8,26.66944310947565,0.0,0.0,0.0,26.66944310947565
scen_05,9,33.60967937073408,0.0,0.0,0.0,33.60967937073408
scen_05,10,34.17080724994937,0.0,0.0,0.0,34.17080724994937
scen_05,11,31.733271504973235,0.0,0.0,0.0,31.733271504973235
scen_05,12,36.23780333639759,0.0,0.0,0.0,36.23780333639759
scen_05,13,35.04930901527302,0.0,0.0,0.0,35.04930901527302
scen_05,14,31.12127858909812,0.0,0.0,0.0,31.12127858909812
scen_05,15,33.33713253539693,0.0,0.0,0.0,33.33713253539693
scen_05,16,31.563787472849178,0.0,0.0,0.0,31.563787472849178
scen_05,17,31.54666061830747,0.0,0.0,0.0,31.54666061830747
scen_05,18,32.70798572662145,0.0,0.0,0.0,32.70798572662145
scen_05,19,31.406758884357902,0.0,0.0,0.0,31.406758884357902
scen_05,20,30.263190378181143,0.0,0.0,0.0,30.263190378181143
scen_05,21,25.447474503799658,0.0,0.0,0.0,25.447474503799658
scen_05,22,27.602517970098532,0.0,0.0,0.0,27.602517970098532
scen_05,23,28.3129760951939,0.0,0.0,0.0,28.3129760951939
scen_06,0,28.60378675044332,0.0,0.0,0.0,28.60378675044332
scen_06,1,25.404772592055682,0.0,0.0,0.0,25.404772592055682
scen_06,2,30.933496847052034,0.0,0.0,0.0,30.933496847052034
scen_06,3,28.986728135836017,0.0,0.0,0.0,28.986728135836017
scen_06,4,27.121178425634287,0.0,0.0,0.0,27.121178425634287
scen_06,5,29.725435702551373,0.0,0.0,0.0,29.725435702551373
scen_06,6,30.850394987569434,0.0,0.0,0.0,30.850394987569434
scen_06,7,27.257323971467322,0.0,0.0,0.0,27.257323971467322
scen_06,8,28.149608517172293,0.0,0.0,0.0,28.149608517172293
scen_06,9,28.42986606851874,0.0,0.0,0.0,28.42986606851874
scen_06,10,34.35511988410527,0.0,0.0,0.0,34.35511988410527
scen_06,11,32.003532084210676,0.0,0.0,0.0,32.003532084210676
scen_06,12,36.61463001894959,0.0,0.0,0.0,36.61463001894959
scen_06,13,37.72655670684885,0.0,0.0,0.0,37.72655670684885
scen_06,14,31.349290702500582,0.0,0.0,0.0,31.349290702500582
scen_06,15,32.14835060299198,0.0,0.0,0.0,32.14835060299198
scen_06,16,32.74276599072536,0.0,0.0,0.0,32.74276599072536
scen_06,17,29.31876663669423,0.0,0.0,0.0,29.31876663669423
scen_06,18,31.94626897995762,0.0,0.0,0.0,31.94626897995762
scen_06,19,30.25725645715656,0.0,0.0,0.0,30.25725645715656
scen_06,20,27.424793602553358,0.0,0.0,0.0,27.424793602553358
scen_06,21,26.472079947113798,0.0,0.0,0.0,26.472079947113798
scen_06,22,27.693400329047208,0.0,0.0,0.0,27.693400329047208
scen_06,23,26.968502933235342,0.0,0.0,0.0,26.968502933235342
scen_07,0,27.180199413138993,0.0,0.0,0.0,27.180199413138993
scen_07,1,26.24375483597213,0.0,0.0,0.0,26.24375483597213
scen_07,2,27.615839521050113,0.0,0.0,0.0,27.615839521050113
scen_07,3,29.0709374064948,0.0,0.0,0.0,29.0709374064948
scen_07,4,30.818819803096794,0.0,0.0,0.0,30.818819803096794
scen_07,5,32.10034593002658,0.0,0.0,0.0,32.10034593002658
scen_07,6,31.34270990230069,0.0,0.0,0.0,31.34270990230069
scen_07,7,30.479437032048814,0.0,0.0,0.0,30.479437032048814
scen_07,8,26.41682353408554,0.0,0.0,0.0,26.41682353408554
scen_07,9,28.783674710739263,0.0,0.0,0.0,28.783674710739263
scen_07,10,35.140754404581315,0.0,0.0,0.0,35.140754404581315
scen_07,11,35.045152325538986,0.0,0.0,0.0,35.045152325538986
scen_07,12,35.93346157033326,0.0,0.0,0.0,35.93346157033326
scen_07,13,35.08663450509192,0.0,0.0,0.0,35.08663450509192
scen_07,14,34.07711986396052,0.0,0.0,0.0,34.07711986396052
scen_07,15,32.31236111857326,0.0,0.0,0.0,32.31236111857326
scen_07,16,32.29397512699436,0.0,0.0,0.0,32.29397512699436
scen_07,17,30.544347648939564,0.0,0.0,0.0,30.544347648939564
scen_07,18,31.33253866733657,0.0,0.0,0.0,31.33253866733657
scen_07,19,31.484880317000638,0.0,0.0,0.0,31.484880317000638
scen_07,20,29.062081710526673,0.0,0.0,0.0,29.062081710526673
scen_07,21,24.971415532135584,0.0,0.0,0.0,24.971415532135584
scen_07,22,27.293559621530637,0.0,0.0,0.0,27.293559621530637
scen_07,23,24.470766182384892,0.0,0.0,0.0,24.470766182384892
scen_08,0,29.11395394485622,0.0,0.0,0.0,29.11395394485622
scen_08,1,28.459280103500983,0.0,0.0,0.0,28.459280103500983
scen_08,2,28.428357053718408,0.0,0.0,0.0,28.428357053718408
scen_08,3,28.09333347808891,0.0,0.0,0.0,28.09333347808891
scen_08,4,26.894975748826692,0.0,0.0,0.0,26.894975748826692
scen_08,5,29.389672424152685,0.0,0.0,0.0,29.389672424152685
scen_08,6,28.813072131580814,0.0,0.0,0.0,28.813072131580814
scen_08,7,28.740572486221428,0.0,0.0,0.0,28.740572486221428
scen_08,8,30.283430742566694,0.0,0.0,0.0,30.283430742566694
scen_08,9,29.38237973495054,0.0,0.0,0.0,29.38237973495054
scen_08,10,31.041608924968855,0.0,0.0,0.0,31.041608924968855
scen_08,11,37.11485792548525,0.0,0.0,0.0,37.11485792548525
scen_08,12,36.88784419944969,0.0,0.0,0.0,36.88784419944969
scen_08,13,35.811672507579225,0.0,0.0,0.0,35.811672507579225
scen_08,14,33.46726266113512,0.0,0.0,0.0,33.46726266113512
scen_08,15,29.54719325263025,0.0,0.0,0.0,29.54719325263025
scen_08,16,33.108107594795825,0.0,0.0,0.0,33.108107594795825
scen_08,17,30.697831525059346,0.0,0.0,0.0,30.697831525059346
scen_08,18,32.711650912064954,0.0,0.0,0.0,32.711650912064954
scen_08,19,32.51288593279993,0.0,0.0,0.0,32.51288593279993
scen_08,20,24.821381913313626,0.0,0.0,0.0,24.821381913313626
scen_08,21,24.060942278240688,0.0,0.0,0.0,24.060942278240688
scen_08,22,27.59666273090987,0.0,0.0,0.0,27.59666273090987
scen_08,23,23.17572159019982,0.0,0.0,0.0,23.17572159019982
scen_09,0,29.908307350526265,0.0,0.0,0.0,29.908307350526265
scen_09,1,28.377465896637894,0.0,0.0,0.0,28.377465896637894
scen_09,2,26.260703271316864,0.0,0.0,0.0,26.260703271316864
scen_09,3,27.591908998469982,0.0,0.0,0.0,27.591908998469982
scen_09,4,29.450943483648793,0.0,0.0,0.0,29.450943483648793
scen_09,5,29.52035773410714,0.0,0.0,0.0,29.52035773410714
scen_09,6,30.476521006457688,0.0,0.0,0.0,30.476521006457688
scen_09,7,28.306662201962336,0.0,0.0,0.0,28.306662201962336
scen_09,8,28.12156802346326,0.0,0.0,0.0,28.12156802346326
scen_09,9,30.16664423044307,0.0,0.0,0.0,30.16664423044307
scen_09,10,32.16805335225549,0.0,0.0,0.0,32.16805335225549
scen_09,11,32.22930939409239,0.0,0.0,0.0,32.22930939409239
scen_09,12,37.64147316481029,0.0,0.0,0.0,37.64147316481029
scen_09,13,33.710817836088516,0.0,0.0,0.0,33.710817836088516
scen_09,14,31.434922874226647,0.0,0.0,0.0,31.434922874226647
scen_09,15,32.31659635883988,0.0,0.0,0.0,32.31659635883988
scen_09,16,30.980547930470777,0.0,0.0,0.0,30.980547930470777
scen_09,17,32.070864980605556,0.0,0.0,0.0,32.070864980605556
scen_09,18,33.97027827139599,0.0,0.0,0.0,33.97027827139599
scen_09,19,29.93191870635453,0.0,0.0,0.0,29.93191870635453
scen_09,20,28.24561235641178,0.0,0.0,0.0,28.24561235641178
scen_09,21,28.189990665984073,0.0,0.0,0.0,28.189990665984073
scen_09,22,26.464480261473675,0.0,0.0,0.0,26.464480261473675
scen_09,23,23.46696913387865,0.0,0.0,0.0,23.46696913387865
scen_10,0,26.33519118117594,0.0,0.0,0.0,26.33519118117594
scen_10,1,26.718462613360632,0.0,0.0,0.0,26.718462613360632
scen_10,2,27.56521951634414,0.0,0.0,0.0,27.56521951634414
scen_10,3,30.377525055938793,0.0,0.0,0.0,30.377525055938793
scen_10,4,26.286923270886255,0.0,0.0,0.0,26.286923270886255
scen_10,5,29.632703799073926,0.0,0.0,0.0,29.632703799073926
scen_10,6,29.437568601295858,0.0,0.0,0.0,29.437568601295858
scen_10,7,27.566087218559822,0.0,0.0,0.0,27.566087218559822
scen_10,8,29.595578851450746,0.0,0.0,0.0,29.595578851450746
scen_10,9,29.630526948116987,0.0,0.0,0.0,29.630526948116987
scen_10,10,33.335677319584654,0.0,0.0,0.0,33.335677319584654
scen_10,11,38.925899307738234,0.0,0.0,0.0,38.925899307738234
scen_10,12,37.03602656078169,0.0,0.0,0.0,37.03602656078169
scen_10,13,38.88635926284324,0.0,0.0,0.0,38.88635926284324
scen_10,14,32.76645383934018,0.0,0.0,0.0,32.76645383934018
scen_10,15,31.94287772425606,0.0,0.0,0.0,31.94287772425606
scen_10,16,33.001772138466805,0.0,0.0,0.0,33.001772138466805
scen_10,17,34.56555101358247,0.0,0.0,0.0,34.56555101358247
scen_10,18,32.37589712362654,0.0,0.0,0.0,32.37589712362654
scen_10,19,34.31517302482248,0.0,0.0,0.0,34.31517302482248
scen_10,20,25.242520152566417,0.0,0.0,0.0,25.242520152566417
scen_10,21,25.82003719941711,0.0,0.0,0.0,25.82003719941711
scen_10,22,24.14901055328002,0.0,0.0,0.0,24.14901055328002
scen_10,23,27.890366188777687,0.0,0.0,0.0,27.890366188777687
