vm_id,time,min_cpu,avg_cpu,max_cpu,vCPU,source_vm_category,min_core_usage,avg_core_usage,max_core_usage,workload_id,workload_type,selection_score,start_time,end_time
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,0,12.82939968683202,28.259923850843123,56.873213954587605,2,Interactive,0.2565879937366404,0.5651984770168624,1.1374642790917522,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,1,22.970084372122944,33.19449683083746,52.20950737230199,2,Interactive,0.4594016874424589,0.6638899366167492,1.0441901474460398,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,2,18.041297767344528,28.07333978979243,45.915410012542274,2,Interactive,0.3608259553468905,0.5614667957958486,0.9183082002508456,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,3,14.240403007346943,30.45759269108538,55.37767244947637,2,Interactive,0.2848080601469389,0.6091518538217077,1.1075534489895271,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,4,23.243983447775427,33.29899719815191,65.11464870412608,2,Interactive,0.4648796689555085,0.6659799439630382,1.3022929740825218,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,5,17.04899543008503,28.97388335018587,62.788988545457045,2,Interactive,0.3409799086017006,0.5794776670037174,1.255779770909141,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,6,16.55651860430693,22.676603945764025,65.21167837457025,2,Interactive,0.3311303720861386,0.4535320789152805,1.3042335674914052,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,7,13.202743929965107,21.228872093387377,34.13582836988399,2,Interactive,0.2640548785993021,0.4245774418677475,0.6827165673976797,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,8,16.372414122235266,21.93470047804665,46.27355265432781,2,Interactive,0.3274482824447053,0.4386940095609331,0.9254710530865562,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,9,16.421149860520472,21.70003655591468,45.23855366284341,2,Interactive,0.3284229972104094,0.4340007311182935,0.904771073256868,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,10,13.858877470098705,20.059332197250782,41.782394194530205,2,Interactive,0.2771775494019741,0.4011866439450157,0.8356478838906041,od_00,on_demand,1.1653970827839322,0,23
7KS4Ji9cTr3X047aWAeAdic7IKsJKPfhwBF/t80J3dPi+Mh/ViDKKI2ITHKC7nPU,11,14.194942150317294,18.89972400087084,40.470996894738775,2,Interactive,0.2838988430063459,0.3779944800174168,0.8094199378947755,od_00,on_demand,1.1653970827839322,0,23
